feature,Magen-ALS-enrolment-bloodplasma-SRR13934207,Magen-ALS-enrolment-bloodplasma-SRR13934280,Magen-ALS-enrolment-bloodplasma-SRR13934368,Magen-ALS-enrolment-bloodplasma-SRR13934445,Magen-ALS-enrolment-bloodplasma-SRR13934332,Magen-ALS-enrolment-bloodplasma-SRR13934202,Magen-ALS-enrolment-bloodplasma-SRR13934244,Magen-ALS-enrolment-bloodplasma-SRR13934329,Magen-ALS-enrolment-bloodplasma-SRR13934241,Magen-ALS-enrolment-bloodplasma-SRR13934436,Magen-ALS-enrolment-bloodplasma-SRR13934226,Magen-ALS-enrolment-bloodplasma-SRR13934290,Magen-ALS-enrolment-bloodplasma-SRR13934441,Magen-ALS-enrolment-bloodplasma-SRR13934240,Magen-ALS-enrolment-bloodplasma-SRR13934404,Magen-ALS-enrolment-bloodplasma-SRR13934334,Magen-ALS-enrolment-bloodplasma-SRR13934448,Magen-ALS-enrolment-bloodplasma-SRR13934420,Magen-ALS-enrolment-bloodplasma-SRR13934333,Magen-ALS-enrolment-bloodplasma-SRR13934394,Magen-ALS-enrolment-bloodplasma-SRR13934406,Magen-ALS-enrolment-bloodplasma-SRR13934224,Magen-ALS-enrolment-bloodplasma-SRR13934373,Magen-ALS-enrolment-bloodplasma-SRR13934376,Magen-ALS-enrolment-bloodplasma-SRR13934243,Magen-ALS-enrolment-bloodplasma-SRR13934452,Magen-ALS-enrolment-bloodplasma-SRR13934421,Magen-ALS-enrolment-bloodplasma-SRR13934216,Magen-ALS-enrolment-bloodplasma-SRR13934217,Magen-ALS-enrolment-bloodplasma-SRR13934430,Magen-ALS-enrolment-bloodplasma-SRR13934278,Magen-ALS-enrolment-bloodplasma-SRR13934453,Magen-ALS-enrolment-bloodplasma-SRR13934387,Magen-ALS-enrolment-bloodplasma-SRR13934331,Magen-ALS-enrolment-bloodplasma-SRR13934239,Magen-ALS-enrolment-bloodplasma-SRR13934291,Magen-ALS-enrolment-bloodplasma-SRR13934279,Magen-ALS-enrolment-bloodplasma-SRR13934447,Magen-ALS-enrolment-bloodplasma-SRR13934210,Magen-ALS-enrolment-bloodplasma-SRR13934439,Magen-ALS-enrolment-bloodplasma-SRR13934405
hsa-miR-423-5p_5_GT,-0.283424208257122,1.65715023323606,2.1049040886709798,0.532295614982003,2.23859257489653,0.159592565493572,1.214384714912,7.59263960039114,4.34309430311153,0.880598291926717,0.600574862033432,5.89416519951407,0.756962071006758,0.669897063000221,-0.283424208257122,1.53548114416533,2.48452337846311,1.49674128876671,1.85495991626886,1.26414279192667,0.585206072482952,4.06181514572882,2.17426181213906,2.19023066790714,2.13585676692626,2.20587834802336,2.27766424773473,2.96123471999116,3.69831691308737,6.53472388911346,1.49943190375389,2.53764733759852,5.80456437947181,1.11984340956479,4.71047408887688,1.99329915283513,3.12578565765182,5.42055937015093,1.58470689639096,0.650363360776788,2.99120339117857
hsa-let-7i-5p_2_GT,-0.241684301616302,2.76136813372795,1.84295157818654,1.90434272277369,2.04191355807854,2.10570436149221,3.91322062204396,2.83769950939964,12.7791748819376,2.01874522514008,2.46118288749375,-0.241684301616302,1.87099497699639,0.941872364690443,0.281709306156552,1.00778821733384,8.39683671233758,1.89905592228359,2.0583817473684,0.809503834168995,1.17460452323018,4.13489794338939,0.822537760603145,2.0748075499045,2.12977341687018,0.914895066874466,1.0141005542985,1.82009239682898,1.66868495229557,1.71514373459759,1.12701369200082,0.963731716101071,1.2261171904546,3.3922307466972,3.31638537227438,3.10257550120518,1.46938405502308,-0.241684301616302,-0.241684301616302,-0.241684301616302,-0.241684301616302
hsa-let-7b-5p_2_GT,-0.232918153306413,1.58034566379906,1.28832255122773,10.8547177299739,2.21655064343119,0.196673858307346,1.47313944827331,1.40063889980879,0.471149676486177,0.964082773163252,-0.232918153306413,1.45562827399803,-0.232918153306413,3.80344554825348,0.543608277578445,1.88922482457858,1.23729344587507,2.42937365702225,3.13563887911964,1.82402142191819,-0.232918153306413,2.36837393443922,2.05729225017731,1.88243760004164,0.907284130130861,0.881641539600129,1.32304988979432,2.53523179121401,3.05092819142185,0.204620306836289,4.09786069021349,1.24658268711032,0.288743432820439,8.33975207482793,6.68039093337823,2.87179060680927,-0.232918153306413,-0.232918153306413,6.19063482480868,-0.232918153306413,1.68236357240244
hsa-miR-103a-3p_2_GT,-0.229725379951464,-0.229725379951464,6.72626828148787,3.38674713646203,1.32333431992486,3.32196961330006,3.29335128663998,3.01301869077597,-0.229725379951464,5.58186352514872,8.34228288379132,-0.229725379951464,2.69132138690641,5.57113433636118,2.22959438128852,-0.229725379951464,-0.229725379951464,-0.229725379951464,1.71896391708095,2.01955236910345,-0.229725379951464,-0.229725379951464,-0.229725379951464,3.22287195232141,-0.229725379951464,5.41004235668394,3.22898196792213,4.54349769408648,3.63385656723055,2.60127234528779,1.73660337597617,2.50261085502386,1.51266053409889,3.55173488466501,-0.229725379951464,-0.229725379951464,-0.229725379951464,-0.229725379951464,-0.229725379951464,-0.229725379951464,-0.229725379951464
hsa-miR-423-5p_2_GT,-0.21174097875965,13.5294259256397,0.478532595128795,3.0888847089417,3.87016711867329,0.684542586912304,1.30339524394775,0.850549356075033,1.34827237878962,1.55449164289882,3.36516123224594,1.17693778258783,8.20763435242866,-0.21174097875965,-0.21174097875965,1.99619570194907,2.18823193385722,4.1100811472529,3.49646794850066,1.8755522513932,-0.21174097875965,2.29997728219674,2.27437661337289,1.45643980958072,2.23552728203528,2.80997887932626,-0.21174097875965,0.444697929631716,1.2529148829574701,3.46667148781041,0.509651405381768,1.21511248026879,0.907971214894116,1.00497435504316,-0.21174097875965,2.85900765957029,-0.21174097875965,-0.21174097875965,-0.21174097875965,1.67743907387836,-0.21174097875965
hsa-let-7f-5p_2_GT,-0.229189204667063,5.52084425878675,0.491648905148212,0.950868046177035,2.53682721993132,1.25477920583363,2.59988242384427,1.67863184500086,1.84507629861616,0.892843570887403,-0.229189204667063,-0.229189204667063,0.557331521687482,9.24103811091062,3.84745950134181,1.63341090024788,1.54305304661611,0.993955252944967,1.32611567499702,0.937930891520722,2.39284226907313,-0.229189204667063,-0.229189204667063,1.69986572152186,1.20004068739208,1.00503572806938,1.35299116704869,0.950463829821748,0.806955566122147,0.831370664821545,4.54807200727716,1.50882152217725,0.665528788674416,8.94425901119433,-0.229189204667063,1.61492231684163,-0.229189204667063,2.694645495588,4.47781809183387,-0.229189204667063,-0.229189204667063
hsa-let-7i-5p_4_GT,-0.218894357013476,5.93993515533383,1.40757427615497,2.83748995173719,1.73249374384751,1.34124918776237,3.63698591860726,12.8128301989604,2.14129999874999,0.296196367052588,-0.218894357013476,1.85115317247979,0.601712075649939,0.792482661720599,6.1320862089948,0.848809308708969,0.180122911003677,0.797390581786995,1.70948203763285,1.57763563291372,-0.218894357013476,1.02773647732044,1.59991122652853,1.32071425807208,0.906920319327485,0.769429926000083,1.12247777571015,0.458735142772077,1.30473075363114,0.736623127715455,7.79276042032967,1.32619016623655,0.956984621316655,1.33373859775866,-0.218894357013476,-0.218894357013476,1.24325381269625,-0.218894357013476,-0.218894357013476,2.73576819676741,-0.218894357013476
hsa-let-7i-5p_5_GT,-0.234311095073765,2.80256927847803,1.59883525117895,2.17702333207169,3.8171301134983,1.23101659934162,1.87407280992094,0.259985981970451,6.41595803936025,1.79759306123222,4.32121171360721,-0.234311095073765,0.4131063571599,1.76050367438669,0.824267673901767,1.57075636868072,1.33971229040256,-0.234311095073765,1.37485412683167,2.71854797009392,-0.234311095073765,4.68333594323208,-0.234311095073765,0.633313355176233,-0.234311095073765,3.10742512665054,0.82396446078136,0.834920504502251,1.48292325404252,1.65032772478076,1.38049057452664,1.3910148357853,1.62110836542143,-0.234311095073765,-0.234311095073765,5.40224103419473,5.53349796138935,-0.234311095073765,-0.234311095073765,-0.234311095073765,-0.234311095073765
hsa-miR-191-5p_5_GT,-0.196261972351023,-0.196261972351023,1.71043563248158,1.73604614014312,2.4271666551286,1.54302413085445,2.51781475841115,1.02977151555593,1.22460051805522,1.02457309941925,2.60484609030024,-0.196261972351023,1.91809597092809,-0.196261972351023,1.2164434536436,2.05297924229547,-0.196261972351023,1.00306912739798,3.10823918245738,-0.196261972351023,-0.196261972351023,12.9370231817491,9.42871987374761,0.888732887053044,-0.196261972351023,4.06826947647527,4.61717266889087,1.1739574065154,2.90237737576993,-0.196261972351023,2.42422590562624,-0.196261972351023,1.64787741456739,-0.196261972351023,-0.196261972351023,-0.196261972351023,-0.196261972351023,-0.196261972351023,-0.196261972351023,-0.196261972351023,-0.196261972351023
hsa-miR-122-5p_2_GT,-0.176340054724036,3.20486766187802,0.944902529453326,3.43200661562935,-0.176340054724036,-0.176340054724036,-0.176340054724036,14.7287547436447,5.73466414883625,1.95803483844014,-0.176340054724036,2.58395636305181,1.12294720035429,-0.176340054724036,-0.176340054724036,-0.176340054724036,0.451904059089289,0.0802308890811525,-0.176340054724036,0.926269199418927,2.35592502595985,-0.176340054724036,-0.176340054724036,1.00724092159573,1.73376172897172,3.85232999975126,0.896371998513585,-0.176340054724036,4.46149309200275,-0.176340054724036,7.09713166517109,0.844479968074459,0.332744105742693,0.829512673001753,-0.176340054724036,2.15779989385043,2.66793810403678,-0.176340054724036,0.755762179486516,-0.176340054724036,-0.176340054724036
